Alert ID,SMARTS,ARTICLEID,PROPERTY,NAME,DESCRIPTION,PAGE,TABLE,LINE,COMMENT,SMARTS_DESCRIPTION,PUBMEDID,Publication
TA2568,"[$([NR1]1[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Triazolidines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2569,[NR1]1[NR1][NR1][CR1][CR1]1,A27542,Extended Functional Groups (EFG),"1,2,3-Triazolidines",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2570,[NR1]1[NR1][CR1][NR1][CR1]1,A27542,Extended Functional Groups (EFG),"1,2,4-Triazolidines",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2571,"[$([OR1]1[OR1][OR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Trioxolanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2572,[OR1]1[OR1][OR1][CR1][CR1]1,A27542,Extended Functional Groups (EFG),"1,2,3-Trioxolanes",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2573,[OR1]1[OR1][CR1][OR1][CR1]1,A27542,Extended Functional Groups (EFG),"1,2,4-Trioxolanes",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2574,"[$([SR1]1[SR1][SR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Trithiolanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2575,[SR1]1[SR1][SR1][CR1][CR1]1,A27542,Extended Functional Groups (EFG),"1,2,3-Trithiolanes",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2576,[SR1]1[SR1][CR1][SR1][CR1]1,A27542,Extended Functional Groups (EFG),"1,2,4-Trithiolanes",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2577,"[$([!#6!#1;R1]1=[!#6!#1;R1][!#6!#1;R1]-,=[CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][CR1]=1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1]=[CR1]1),$([!#6!#1;R1]1=[!#6!#1;R1][CR1][!#6!#1;R1]-,=[CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][CR1]=1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1]=[CR1]1)]",A27542,Extended Functional Groups (EFG),Unsaturated five-membered heterocycles with three heteroatoms,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2578,"[$([NR1]1=[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][CR1]=[CR1]1)]",A27542,Extended Functional Groups (EFG),"1,2,3-Triazolines",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2579,"[$([NR1]1=[NR1][CR1][NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][CR1]1),$([NR1]1[NR1][CR1]=[NR1][CR1]1)]",A27542,Extended Functional Groups (EFG),"1,2,4-Triazolines",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2580,[OR1]1[OR1][OR1][CR1]=[CR1]1,A27542,Extended Functional Groups (EFG),"1,2,3-Trioxoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2581,[SR1]1[SR1][SR1][CR1]=[CR1]1,A27542,Extended Functional Groups (EFG),"1,2,3-Trithioles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2582,"[$([a!#6;R1]1[a!#6;R1][a!#6;R1][cR1][cR1]1),$([a!#6;R1]1[a!#6;R1][cR1][a!#6;R1][cR1]1)]",A27542,Extended Functional Groups (EFG),Aromatic five-membered heterocycles with three heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2583,"[$([nR1]1[nR1][nR1][cR1][cR1]1),$([nR1]1[nR1][cR1][nR1][cR1]1)]",A27542,Extended Functional Groups (EFG),Triazoles,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2584,[nR1]1[nR1][nR1][cR1][cR1]1,A27542,Extended Functional Groups (EFG),"1,2,3-Triazoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2585,[nR1]1[nR1][cR1][nR1][cR1]1,A27542,Extended Functional Groups (EFG),"1,2,4-Triazoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2586,"[$([oR1]1[nR1][nR1][cR1][cR1]1),$([oR1]1[nR1][cR1][nR1][cR1]1),$([oR1]1[nR1][cR1][cR1][nR1]1),$([oR1]1[cR1][nR1][nR1][cR1]1)]",A27542,Extended Functional Groups (EFG),Oxadiazoles,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2587,[oR1]1[nR1][nR1][cR1][cR1]1,A27542,Extended Functional Groups (EFG),"1,2,3-Oxadiazoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2588,[oR1]1[nR1][cR1][nR1][cR1]1,A27542,Extended Functional Groups (EFG),"1,2,4-Oxadiazoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2589,[oR1]1[nR1][cR1][cR1][nR1]1,A27542,Extended Functional Groups (EFG),"1,2,5-Oxadiazoles (furazanes)",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2590,[oR1]1[cR1][nR1][nR1][cR1]1,A27542,Extended Functional Groups (EFG),"1,3,4-Oxadiazoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2591,[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1,A27542,Extended Functional Groups (EFG),Five-membered heterocycles with four heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2592,[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1][CR1]1,A27542,Extended Functional Groups (EFG),Saturated five-membered heterocycles with four heteroatoms,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2593,[NR1]1[NR1][NR1][NR1][CR1]1,A27542,Extended Functional Groups (EFG),Tetrazolidines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2594,[OR1]1[OR1][OR1][OR1][CR1]1,A27542,Extended Functional Groups (EFG),Tetraoxolanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2595,[SR1]1[SR1][SR1][SR1][CR1]1,A27542,Extended Functional Groups (EFG),Tetrathiolanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2596,"[$([!#6!#1;R1]1=[!#6!#1;R1][!#6!#1;R1]-,=[!#6!#1;R1][#6R1]1),$([!#6!#1;R1]1[!#6!#1;R1]=[!#6!#1;R1][!#6!#1;R1][#6R1]1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][!#6!#1;R1][#6R1]=1)]",A27542,Extended Functional Groups (EFG),Unsaturated five-membered heterocycles with four heteroatoms,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2597,[a!#6;R1]1[a!#6;R1][a!#6;R1][a!#6;R1][cR1]1,A27542,Extended Functional Groups (EFG),Aromatic five-membered heterocycles with four heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2598,[nR1]1[nR1][nR1][nR1][cR1]1,A27542,Extended Functional Groups (EFG),Tetrazoles,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2599,"[$([oR1]1[nR1][nR1][nR1][cR1]1),$([oR1]1[nR1][nR1][cR1][nR1]1)]",A27542,Extended Functional Groups (EFG),Oxatriazoles,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2600,[oR1]1[nR1][nR1][nR1][cR1]1,A27542,Extended Functional Groups (EFG),"1,2,3,4-Oxatriazoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2601,[oR1]1[nR1][nR1][cR1][nR1]1,A27542,Extended Functional Groups (EFG),"1,2,3,5-Oxatriazoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2602,"[$([sR1]1[nR1][nR1][nR1][cR1]1),$([sR1]1[nR1][nR1][cR1][nR1]1)]",A27542,Extended Functional Groups (EFG),Thiatriazoles,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2603,[sR1]1[nR1][nR1][nR1][cR1]1,A27542,Extended Functional Groups (EFG),"1,2,3,4-Thiatriazoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2604,[sR1]1[nR1][nR1][cR1][nR1]1,A27542,Extended Functional Groups (EFG),"1,2,3,5-Thiatriazoles",,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2605,[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~1,A27542,Extended Functional Groups (EFG),Five-membered heterocycles with five heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2606,[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-1,A27542,Extended Functional Groups (EFG),Saturated five-membered heterocycles with five heteroatoms,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2607,[NR1]1[NR1][NR1][NR1][NR1]1,A27542,Extended Functional Groups (EFG),Pentazolidines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2608,[OR1]1[OR1][OR1][OR1][OR1]1,A27542,Extended Functional Groups (EFG),Pentaoxolanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2609,[SR1]1[SR1][SR1][SR1][SR1]1,A27542,Extended Functional Groups (EFG),Pentathiolanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2610,[!#6!#1;R1]1=[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-1,A27542,Extended Functional Groups (EFG),Unsaturated five-membered heterocycles with five heteroatoms,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2611,[a!#6;R1]1[a!#6;R1][a!#6;R1][a!#6;R1][a!#6;R1]1,A27542,Extended Functional Groups (EFG),Aromatic five-membered heterocycles with five heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2612,[nR1]1[nR1][nR1][nR1][nR1]1,A27542,Extended Functional Groups (EFG),Pentazoles,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2639,[!#6!#1;R1]1~[*R1]~[*R1]~[*R1]~[*R1]~[*R1]~1,A27542,Extended Functional Groups (EFG),Six-membered heterocycles,A = any atom except carbon; A1 = any atom; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2640,[!#6!#1;R1]1~[#6R1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1,A27542,Extended Functional Groups (EFG),Six-membered heterocycles with one heteroatom,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2641,[!#6!#1;R1]1[CR1][CR1][CR1][CR1][CR1]1,A27542,Extended Functional Groups (EFG),Saturated six-membered heterocycles with one heteroatom,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2642,[NR1]1[CR1][CR1][CR1][CR1][CR1]1,A27542,Extended Functional Groups (EFG),Piperidines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2643,[OR1]1[CR1][CR1][CR1][CR1][CR1]1,A27542,Extended Functional Groups (EFG),Tetrahydropyrans,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2644,[SR1]1[CR1][CR1][CR1][CR1][CR1]1,A27542,Extended Functional Groups (EFG),Tetrahydrothiopyrans,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2645,"[$([!#1!#6;R1]1=[CR1]~[CR1]~[CR1]~[CR1]~[CR1]~1),$([!#1!#6;R1]1~[CR1]=[CR1]~[CR1]~[CR1]~[CR1]~1),$([!#1!#6;R1]1~[CR1]~[CR1]=[CR1]~[CR1]~[CR1]~1);!$([a!c]1ccccc1)]",A27542,Extended Functional Groups (EFG),Unsaturated six-membered heterocycles with one heteroatom,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2646,"[$([NR1]1=[CR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1]=[CR1][CR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Tetrahydropyridines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2647,"[$([NR1]1=[CR1][CR1]-,=[CR1]-,=[CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1]-,=[CR1]-,=1),$([NR1]1[CR1]=[CR1][CR1]=[CR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Dihydropyridines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2648,"[OR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1",A27542,Extended Functional Groups (EFG),Pyrans,,-,-,-,Low specifisity (HS) pattern matches any chemicals that include depicted heterocyclic moiety (fusion with other ring(s) are allowed),,26703557,"2015 Salmina, ES"
TA2649,"[SR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1",A27542,Extended Functional Groups (EFG),Thiopyrans,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2650,[a!c;R1]1[cR1][cR1][cR1][cR1][cR1]1,A27542,Extended Functional Groups (EFG),Aromatic six-membered heterocycles with one heteroatom,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2651,[nR1]1[cR1][cR1][cR1][cR1][cR1]1,A27542,Extended Functional Groups (EFG),Pyridines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2652,"[$([!#6!#1;R1]1~[!#6!#1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[#6R1]~[!#6!#1]~[#6R1]~[#6R1]~1)]",A27542,Extended Functional Groups (EFG),Six-membered heterocycles with two heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2653,"[$([!#6!#1;R1]1[!#6!#1;R1][CR1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][CR1][!#6!#1;R1][CR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Saturated six-membered heterocycles with two heteroatoms,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2654,"[$([NR1]1[NR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1][NR1][CR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Hexahydrodiazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2655,"[$([OR1]1[OR1][CR1][CR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][CR1][CR1]1),$([OR1]1[CR1][CR1][OR1][CR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Dioxanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2656,"[$([SR1]1[SR1][CR1][CR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][CR1][CR1]1),$([SR1]1[CR1][CR1][SR1][CR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Dithianes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2657,[NR1]1[CR1][CR1][OR1][CR1][CR1]1,A27542,Extended Functional Groups (EFG),Morpholines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2658,"[$([!#6!#1;R1]1=[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]=[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[#6R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]=1),$([!#6!#1;R1]1=[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]=[#6R1]~1),$([!#6!#1;R1]1=[#6R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]=[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1);!$([a!c]1[a!c]cccc1);!$([a!c]1c[a!c]ccc1);!$([a!c]1cc[a!c]cc1)]",A27542,Extended Functional Groups (EFG),Unsaturated six-membered heterocycles with two heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2659,"[$([NR1]1=[NR1][CR1][CR1][CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1][CR1]=[CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][NR1][CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1]=[CR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Tetrahydrodiazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2660,"[$([NR1]1=[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1=[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1]=[CR1]1),$([NR1]1[NR1]=[CR1][CR1]=[CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1]=[CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1][CR1]=1),$([NR1]1[CR1][NR1]=[CR1][CR1][CR1]=1),$([NR1]1=[CR1][NR1]=[CR1][CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1]=[CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1][CR1]=[CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1]=[CR1]1),$([NR1]1=[CR1][CR1]=[NR1][CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1]=[CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1][CR1]=[CR1]1),$([NR1]1[CR1]=[CR1][NR1][CR1]=[CR1]1)]",A27542,Extended Functional Groups (EFG),Dihydrodiazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2661,"[$([OR1]1[OR1][CR1]=[CR1][CR1]=[CR1]1),$([OR1]1[CR1]=[CR1][OR1][CR1]=[CR1]1)]",A27542,Extended Functional Groups (EFG),Dioxines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2662,"[$([a!c;R1]1[a!c;R1][cR1][cR1][cR1][cR1]1),$([a!c;R1]1[cR1][a!c;R1][cR1][cR1][cR1]1),$([a!c;R1]1[cR1][cR1][a!c;R1][cR1][cR1]1)]",A27542,Extended Functional Groups (EFG),Aromatic six-membered heterocycles with two heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2663,[nR1]1[nR1][cR1][cR1][cR1][cR1]1,A27542,Extended Functional Groups (EFG),Pyridazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2664,[nR1]1[cR1][nR1][cR1][cR1][cR1]1,A27542,Extended Functional Groups (EFG),Pyrimidines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2665,[nR1]1[cR1][cR1][nR1][cR1][cR1]1,A27542,Extended Functional Groups (EFG),Pyrazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
