Alert ID,SMARTS,ARTICLEID,PROPERTY,NAME,DESCRIPTION,PAGE,TABLE,LINE,COMMENT,SMARTS_DESCRIPTION,PUBMEDID,Publication
TA1198,"[#1,#6][CX3](=[NX2][#1,#6])[F,Cl,Br,I]",A12075,Extended Functional Groups (EFG),Imidoyl halides,"R1, R2 = H, alkyl, aryl; X = F, Cl, Br, I",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1199,"[$([#1,#6][CX3](=[SX1])[!#1!#6]),$([#1,#6][CX3](=[OX1])[SX2])]",A12075,Extended Functional Groups (EFG),Thiocarboxylic acid derivatives,"R = H, alkyl, aryl; Y = any hetero atom",-,-,-,,"R = H, any carbon atom; Y = any atom except H and C",-,2005 CheckMol
TA1200,"[$([#1,#6][CX3](=[SX1])[OH1,SH1]),$([#1,#6][CX3](=[OX1])[SH1])]",A12075,Extended Functional Groups (EFG),Thiocarboxylic acids,"R = H, alkyl, aryl; Y = OH, SH",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1201,"[$([#1,#6][CX3](=[SX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([#1,#6][CX3](=[OX1])[SX2][#6&!$([CX3]=[OX1,SX1,NX2])])]",A12075,Extended Functional Groups (EFG),Thiocarboxylic acid esters,"R1 = H, alkyl, aryl; R2 = aklyl, aryl",-,-,-,,"R1 = H, any carbon atom; R2 = any carbon atom",-,2005 CheckMol
TA1202,"[$([#6R][CX3R](=[SX1])[OX2R,SX2R][#6R&!$([CX3R]=[OX1,SX1,NX2])]),$([#6R][CX3R](=[OX1])[SX2R][#6R&!$([CX3R]=[OX1,SX1,NX2])])]",A12075,Extended Functional Groups (EFG),Thiolactones,A cyclic thioester (any ring size),-,-,-,,,-,2005 CheckMol
TA1203,"[#1,#6][CX3](=[SX1])[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX1])])[#1,#6&!$([CX3]=[OX1,SX1,NX1])]",A12075,Extended Functional Groups (EFG),Thiocarboxylic acid amides,"R1, R2, R3 = H, alkyl, aryl",-,-,-,,"R1, R2, R3 = H, any carbon atom",-,2005 CheckMol
TA1204,"[#6R][CX3R](=[SX1])[NX3R]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])[#6R&!$([CX3R]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Thiolactams,"R = H, alkyl, aryl",-,-,-,,"R = H, any carbon atom",-,2005 CheckMol
TA1205,"[#1,#6][CX3](=[NX2][#1,#6])[SX2][C&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Imidothioesters,"R1, R2 = H, alkyl, aryl; R3 = alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom; R3 =  any carbon atom",-,2005 CheckMol
TA1206,"[$(c(=[OX1])[$(n[#1,#6]),o,s]),$(c(=[OX1])a[$(n[#1,#6]),o,s]),$(c(=[OX1])aa[$(n[#1,#6]),o,s]),$(c(=[OX1])aaa[$(n[#1,#6]),o,s])]",A12075,Extended Functional Groups (EFG),Oxohetarenes,"R = H, alkyl, aryl; any heteroaromatic compound with a C=O structure",-,-,-,-,"R = H, any carbon atom",-,2005 CheckMol
TA1207,"[$(c(=[SX1])[$(n[#1,#6]),o,s]),$(c(=[SX1])a[$(n[#1,#6]),o,s]),$(c(=[SX1])aa[$(n[#1,#6]),o,s]),$(c(=[SX1])aaa[$(n[#1,#6]),o,s])]",A12075,Extended Functional Groups (EFG),Thioxohetarenes,"R = H, alkyl, aryl; any heteroaromatic compound with a C=S structure",-,-,-,-,"R = H, any carbon atom",-,2005 CheckMol
TA1208,"[$(c(=N)[$(n[#1,#6]),o,s]),$(c(=N)a[$(n[#1,#6]),o,s]),$(c(=N)aa[$(n[#1,#6]),o,s]),$(c(=N)aaa[$(n[#1,#6]),o,s])]",A12075,Extended Functional Groups (EFG),Iminohetarenes,"R1, R2 = H, alkyl, aryl; ; any heteroaromatic compound with a C=N structure",-,-,-,-,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1209,"[CX4&!$([CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I]))]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])([!#1!#6])([!#1!#6])[!#1!#6]",A12075,Extended Functional Groups (EFG),Orthocarboxylic acid derivatives,"R = H, alkyl, aryl; Y = OH, alkoxy, aryloxy, (substituted) amino, etc.",-,-,-,,"R = H, any carbon atom; Y = OH, OR, N(R1)R2, SH, SR, where R = any carbon atom; R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1210,"[#1,#6][CX4]([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])[OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])]",A12075,Extended Functional Groups (EFG),Carboxylic acid orthoesters,"R1 = H, alkyl, aryl; R2, R3, R4 = alkyl, aryl",-,-,-,,"R1 = H, any carbon atom; R2, R3, R4 = any carbon atom",-,2005 CheckMol
TA1211,"[CH1,$([CX4][#6])]([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])[NX3]([#1,*])[#1,*]",A12075,Extended Functional Groups (EFG),Carboxylic acid amide acetals,"R1, R2, R3 = H, alkyl, aryl; R4, R5 = alkyl, aryl",-,-,-,,"R1, R2, R3 = H, any carbon atom; R4, R5 = any carbon atom",-,2005 CheckMol
TA1212,[#6][#6X3](=[OX1])[#8X2][#6X3](=[OX1])[#6],A12075,Extended Functional Groups (EFG),Carboxylic acid anhydrides,"R1, R2 = H, alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1213,[CX3](=[OX1])[NX3][CX3](=[OX1]),A12075,Extended Functional Groups (EFG),Carboxylic acid imides,"R1, R2, R3 = H, alkyl, aryl",-,-,-,,"R1, R2, R3 = H, any carbon atom",-,2005 CheckMol
TA1214,[CX3](=[OX1])[NX3H1][CX3](=[OX1]),A12075,Extended Functional Groups (EFG),Carboxylic acid unsubstituted imides,"R1, R2 = H, alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1215,[CX3](=[OX1])[NX3H0][CX3](=[OX1]),A12075,Extended Functional Groups (EFG),Carboxylic acid substituted imides,"R1, R2 = H, alkyl, aryl; R3 = any atom except H",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1216,"[$([Cv4X4]([!#1!#6])([!#1!#6])([!#1!#6])[!#1!#6]),$([CX3](=[!#1!#6])([!#1!#6])[!#1!#6]),$([CX2](=[!#1!#6])=[!#1!#6]),$([CX2](#[!#1!#6])[!#1!#6])]",A12075,Extended Functional Groups (EFG),CO2 derivative (general),Any carbon with 4 valences to hetero atoms,-,-,-,A = any atom except H and carbon,"R1, R2, R3, R4 = any atom except H and C",-,2005 CheckMol
TA1217,"[$([CX3](=[OX1])([!#1!#6])[!#1!#6])&!$([CX3](=[OX1])([#7,#16X2,#15,#5])[#8X2,#16X2,#7,#15,#5])]",A12075,Extended Functional Groups (EFG),Carbonic acid derivatives,"R1, R2 = any hetero atom",-,-,-,,"R1, R2 = any atom except H and carbon",-,2005 CheckMol
TA1218,"[OH1][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Carbonic acid monoesters,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1219,"[#6&!$([CX3]=[OX1,SX1,NX2])][OX2][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Carbonic acid diesters,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1220,"[#6][OX2][CX3](=[OX1])[F,Cl,Br,I]",A12075,Extended Functional Groups (EFG),Carbonic acid ester halides,"R = alkyl, aryl; X = F, Cl, Br, I",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1221,"[$([CX3](=[SX1])([!#1!#6])[!#1!#6])&!$([CX3](=[SX1])([#7,#16X2,#15,#5])[#8X2,#16X2,#7,#15,#5]),$([CX3](=[OX1])([!#1!#6])[SX2])&!$([CX3](=[OX1])([#7,#15,#5])[#8X2,#16X2,#7,#15,#5])]",A12075,Extended Functional Groups (EFG),Thiocarbonic acid derivatives,"R1, R2 = any hetero atom",-,-,-,,"R1, R2 = any atom except H and carbon",-,2005 CheckMol
TA1222,"[$([OH1,SH1][CX3](=[SX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([OH1][CX3](=[OX1])[SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([SH1][CX3](=[SX1,OX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])])]",A12075,Extended Functional Groups (EFG),Thiocarbonic acid monoesters,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1223,"[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])])]",A12075,Extended Functional Groups (EFG),Thiocarbonic acid diesters,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1224,"[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[F,Cl,Br,I]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[F,Cl,Br,I])]",A12075,Extended Functional Groups (EFG),Thiocarbonic acid ester halides,"R = alkyl, aryl; X = F, Cl, Br, I",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1225,"[NX3]([#1,*])([#1,*])[CX3](=[OX1])[!#1!#6!#16!$([Pv5])]",A12075,Extended Functional Groups (EFG),Carbamic acid derivatives,"R1, R2 = H, alkyl, aryl; Y = OH, alkoxy, aryloxy, halogen",-,-,-,,"R1, R2 = H, any carbon atom; Y = OH, OR, F, Cl, Br, I, where R = any carbon atom",-,2005 CheckMol
TA1226,[OH1][CX3](=[OX1])[NX3],A12075,Extended Functional Groups (EFG),Carbamic acid,"R1, R2 = H, alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1227,"[#6][OX2][CX3](=[OX1])[NH2,NH1,NX3]",A12075,Extended Functional Groups (EFG),Carbamic acid esters (urethanes),"R1, R2 = H, alkyl, aryl; R3 = alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom; R3 = any carbon atom",-,2005 CheckMol
TA1228,"[F,Cl,Br,I][CX3](=[OX1])[NX3]",A12075,Extended Functional Groups (EFG),Carbamic acid halides,"R1, R2 = H, alkyl, aryl; X = F, Cl, Br, I",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1229,"[$([NX3&!$([NX3]([CX3]=[SX1])[CX3]=[OX1,SX1,NX2])][CX3](=[SX1])[!#1!#6!#7!$([Pv5])]),$([NX3&!$([NX3]([CX3]=[OX1])[CX3]=[OX1,SX1,NX2])][CX3](=[OX1])[SH1,SX2])]",A12075,Extended Functional Groups (EFG),Thiocarbamic acid derivatives,"R1, R2 = H, alkyl, aryl; Y = OH, alkoxy, aryloxy, halogen",-,-,-,,"R1, R2 = H, any carbon atom; Y = OH, OR, F, Cl, Br, I, where R = any carbon atom",-,2005 CheckMol
TA1230,"[$([OH1,SH1][CX3](=[SX1])[NX3]),$([SH1][CX3](=[OX1])[NX3])]",A12075,Extended Functional Groups (EFG),Thiocarbamic acids,"R1, R2 = H, alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1231,"[$([#6][OX2,SX2][CX3](=[SX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[CX3]=[OX1,SX1])]),$([#6][SX2][CX3](=[OX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[CX3]=[OX1,SX1])])]",A12075,Extended Functional Groups (EFG),Thiocarbamic acid esters,"R1, R2 = H, alkyl, aryl; R3 = alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom; R3 = any carbon atom",-,2005 CheckMol
TA1232,"[F,Cl,Br,I][CX3](=[SX1])[NX3]",A12075,Extended Functional Groups (EFG),Thiocarbamic acid halides,"R1, R2 = H, alkyl, aryl; X = F, Cl, Br, I",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1233,"[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])][CX3](=[OX1])[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])]",A12075,Extended Functional Groups (EFG),Ureas,"R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, any carbon atom",-,2005 CheckMol
TA1234,"[NX3&!$([NX3]([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[CX3]([OX2])=[NX2][#1,#6]",A12075,Extended Functional Groups (EFG),Isoureas,"R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, any carbon atom",-,2005 CheckMol
TA1235,"[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])][CX3](=S)[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])]",A12075,Extended Functional Groups (EFG),Thioureas,"R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, any carbon atom",-,2005 CheckMol
TA1236,"[NX3&!$([NX3]([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[CX3]([S&!$([SX2]([CX3]=N)C=C)])=[NX2][#1,#6]",A12075,Extended Functional Groups (EFG),Isothioureas,"R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, any carbon atom",-,2005 CheckMol
TA1237,"N[CX3](=[NX2][#1,#6])N",A12075,Extended Functional Groups (EFG),Guanidines,"R1, R2, R3, R4, R5 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4, R5 = H, any carbon atom",-,2005 CheckMol
TA1238,"[$([NX3][CX3](=[OX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[OX1])[NX3]N=C)]",A12075,Extended Functional Groups (EFG),Semicarbazides,"R1, R2, R3, R4, R5 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4, R5 = H, any carbon atom",-,2005 CheckMol
TA1239,"[$([NX3][CX3](=[SX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[SX1])[NX3]N=C)]",A12075,Extended Functional Groups (EFG),Thiosemicarbazides,"R1, R2, R3, R4, R5 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4, R5 = H, any carbon atom",-,2005 CheckMol
TA1240,"[#6&!$([CX3]=[OX1,SX1])][$([NX2]=[NX2+]=[NX1-]),$(N=[NX2+]=N),$([NX2-]-[NX2+]#[NX1]),$([NX2]=[NX2]#[NX1])]",A12075,Extended Functional Groups (EFG),Azides,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1241,[#6][NX2]=[NX2][#6],A12075,Extended Functional Groups (EFG),Azo compounds,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1242,"[#6&!$([CX3]=[OX1,SX1])][NX2+]#[NX1]",A12075,Extended Functional Groups (EFG),Diazonium salts,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1243,"[#6&!$([CX3]=[OX1,SX1])][$([NX2+]#[CX1-]),$([NX2]#[CX1])]",A12075,Extended Functional Groups (EFG),Isonitriles,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1244,[#6][OX2][CX2]#[NX1],A12075,Extended Functional Groups (EFG),Cyanates,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1245,[#6][NX2]=[CX2]=[OX1],A12075,Extended Functional Groups (EFG),Isocyanates,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1246,[#6][SX2][CX2]#[NX1],A12075,Extended Functional Groups (EFG),Thiocyanates,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1247,[#6][NX2]=[CX2]=[SX1],A12075,Extended Functional Groups (EFG),Isothiocyanates,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1248,"[#1,#6&!$([CX3]=[OX1,SX1])][NX2]=[CX2]=[NX2][#1,#6&!$([CX3]=[OX1,SX1])]",A12075,Extended Functional Groups (EFG),Carbodiimides,"R1, R2 = H, alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1249,"[#6,#7][NX2]=[OX1]",A12075,Extended Functional Groups (EFG),Nitroso compounds,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1250,"[#6&!$([CX3]=[OX1,SX1])][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",A12075,Extended Functional Groups (EFG),Nitro compounds,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1251,"[#6&!$([CX3]=[OX1,SX1])][OX2][NX2]=[OX1]",A12075,Extended Functional Groups (EFG),Nitrites,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1252,"[#6&!$([CX3]=[OX1,SX1])][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",A12075,Extended Functional Groups (EFG),Nitrates,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1253,[!#1!#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6],A12075,Extended Functional Groups (EFG),Sulfuric acid derivatives,"Y, Z = any hetero atom",-,-,-,,"Y, Z = any atom except C and H",-,2005 CheckMol
TA1254,"[OH1,O-][Sv6X4](=[OX1])(=[OX1])[OX2,O-]",A12075,Extended Functional Groups (EFG),Sulfuric acid,,-,-,-,,,-,2005 CheckMol
TA1255,"[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OH1,O-]",A12075,Extended Functional Groups (EFG),Sulfuric acid monoesters,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1256,[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6],A12075,Extended Functional Groups (EFG),Sulfuric acid diesters,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1257,[#6][OX2][Sv6X4](=[OX1])(=[OX1])N,A12075,Extended Functional Groups (EFG),Sulfuric acid amide esters,"R1 = alkyl, aryl;  R2, R3 = H, alkyl, aryl",-,-,-,,"R1 = any carbon atom; R2, R3 = H, any carbon atom",-,2005 CheckMol
TA1258,"[OH1,O-][Sv6X4](=[OX1])(=[OX1])N",A12075,Extended Functional Groups (EFG),Sulfuric acid amides,"R1, R2 = H, alkyl, aryl",-,-,-,,"R1, R2 = H, any carbon atom",-,2005 CheckMol
TA1259,N[Sv6X4](=[OX1])(=[OX1])N,A12075,Extended Functional Groups (EFG),Sulfuric acid diamides,"R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,"R1, R2, R3, R4 = H, any carbon atom",-,2005 CheckMol
TA1260,"[!#1!#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]",A12075,Extended Functional Groups (EFG),Sulfuryl halides,"X = F, Cl, Br, I; Y = any hetero atom",-,-,-,,Y = any atom except C and H,-,2005 CheckMol
TA1261,[#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6],A12075,Extended Functional Groups (EFG),Sulfonic acid derivatives,"R = alkyl, aryl; Y = any hetero atom",-,-,-,,R = any carbon atom; Y = any atom except C and H,-,2005 CheckMol
TA1262,"[#6][Sv6X4](=[OX1])(=[OX1])[OH1,O-]",A12075,Extended Functional Groups (EFG),Sulfonic acids,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1263,[#6][Sv6X4](=[OX1])(=[OX1])[OX2][#6],A12075,Extended Functional Groups (EFG),Sulfonic acid esters,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1264,[#6][Sv6X4](=[OX1])(=[OX1])N,A12075,Extended Functional Groups (EFG),Sulfonamides,"R1 = alkyl, aryl;  R2, R3 = H, alkyl, aryl",-,-,-,,"R1 = any carbon atom; R2, R3 = H, any carbon atom",-,2005 CheckMol
TA1265,"[#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]",A12075,Extended Functional Groups (EFG),Sulfonyl halides,"R = alkyl, aryl; X = F, Cl, Br, I",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1266,"[#6][Sv6X4](=[OX1,SX1,NX2])(=[OX1,SX1,NX2])[#6]",A12075,Extended Functional Groups (EFG),Sulfones,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1267,[#6][Sv4X3](=[OX1])[#6],A12075,Extended Functional Groups (EFG),Sulfoxides,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1268,[#6][Sv4X3](=[OX1])[!#1!#6],A12075,Extended Functional Groups (EFG),Sulfinic acid derivatives,"R = alkyl, aryl; Y = any hetero atom",-,-,-,,R = any carbon atom; Y = any atom except C and H,-,2005 CheckMol
TA1269,"[#6][Sv4X3](=[OX1])[OH1,O-]",A12075,Extended Functional Groups (EFG),Sulfinic acids,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1270,[#6][Sv4X3](=[OX1])[OX2][#6],A12075,Extended Functional Groups (EFG),Sulfinic acid esters,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1271,"[#6][Sv4X3](=[OX1])[F,Cl,Br,I]",A12075,Extended Functional Groups (EFG),Sulfinic acid halides,"R = alkyl, aryl; X = F, Cl, Br, I",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1272,"[#6][Sv4X3](=[OX1])[NX3&!$([NX3][CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Sulfinic acid amides,"R1 = alkyl, aryl;  R2, R3 = H, alkyl, aryl",-,-,-,,"R1 = any carbon atom; R2, R3 = H, any carbon atom",-,2005 CheckMol
TA1273,[#6][Sv2X2][!#6!#1!S],A12075,Extended Functional Groups (EFG),Sulfenic acid derivatives,"R = alkyl, aryl; Y = any hetero atom",-,-,-,,R = any carbon atom; Y = any atom except C and H,-,2005 CheckMol
TA1274,"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OH1]",A12075,Extended Functional Groups (EFG),Sulfenic acids,"R = alkyl, aryl",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1275,"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OX2][#6]",A12075,Extended Functional Groups (EFG),Sulfenic acid esters,"R1, R2 = alkyl, aryl",-,-,-,,"R1, R2 = any carbon atom",-,2005 CheckMol
TA1276,"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][F,Cl,Br,I]",A12075,Extended Functional Groups (EFG),Sulfenic acid halides,"R = alkyl, aryl; X = F, Cl, Br, I",-,-,-,,R = any carbon atom,-,2005 CheckMol
TA1277,"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][NX3]([#6&!$([CX3]=[OX1,SX1,NX2])])[#6&!$([CX3]=[OX1,SX1,NX2])]",A12075,Extended Functional Groups (EFG),Sulfenic acid amides,"R1 = alkyl, aryl;  R2, R3 = H, alkyl, aryl",-,-,-,,"R1 = any carbon atom; R2, R3 = H, any carbon atom",-,2005 CheckMol
TA1278,"[#6&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]",A12075,Extended Functional Groups (EFG),Thiols,"R = alkyl, aryl",-,-,-,-,R = any carbon atom,-,2005 CheckMol
TA1279,"[C&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]",A12075,Extended Functional Groups (EFG),Alkylthiols,R = alkyl,-,-,-,,R = alkyl carbon,-,2005 CheckMol
TA1280,c[Sv2H1],A12075,Extended Functional Groups (EFG),Thiophenols,R = aryl,-,-,-,,R = aromatic carbon,-,2005 CheckMol
TA1281,"[OX1]=[Pv5X4]([H,!#6!$([SX2])])([H,!#6!$([SX2])])[H,!#6!$([SX2])]",A12075,Extended Functional Groups (EFG),Phosphoric acid derivatives,"X, Y, Z = any O, N, Hal residue",-,-,-,,"X, Y, Z = O, N, F, Cl, Br, I atoms",-,2005 CheckMol
TA1282,[OX1]=[Pv5X4]([OH1])([O])[O],A12075,Extended Functional Groups (EFG),Phosphoric acids,,-,-,-,,,-,2005 CheckMol
TA1283,[OX1]=[Pv5X4]([OX2][#6])([!#6!$([SX2])])[!#6!$([SX2])],A12075,Extended Functional Groups (EFG),Phosphoric acid esters,"R = alkyl, aryl; Y, Z = any O, N, Hal residue",-,-,-,,"R = any carbon atom; Y, Z = O, N, F, Cl, Br, I atoms",-,2005 CheckMol
TA1284,"[OX1]=[Pv5X4]([F,Cl,Br,I])([!#6!$([SX2])])[!#6!$([SX2])]",A12075,Extended Functional Groups (EFG),Phosphoric acid halides,"X = F, Cl, Br, I; Y, Z = any O, N, Hal residue",-,-,-,,"Y, Z = O, N, F, Cl, Br, I atoms",-,2005 CheckMol
TA1285,[OX1]=[Pv5X4]([NX3])([!#6!$([SX2])])[!#6!$([SX2])],A12075,Extended Functional Groups (EFG),Phosphoric acid amides,"R1, R2 = H, alkyl, aryl; Y, Z = any O, N, Hal residue ",-,-,-,,"R1, R2 = H, any carbon atom; Y, Z = O, N, F, Cl, Br, I atoms",-,2005 CheckMol
TA1286,"[$([SX1]=[Pv5X4]([H,!#6])([H,!#6])[H,!#6]),$([OX1]=[Pv5X4]([SX2])([H,!#6])[H,!#6])]",A12075,Extended Functional Groups (EFG),Thiophosphoric acid derivatives,"X, Y, Z = any O, N, Hal residue",-,-,-,,"X, Y, Z = O, N, F, Cl, Br, I atoms",-,2005 CheckMol
TA1287,"[$([SX1]=[Pv5X4]([OH1,SH1])([O,S])[O,S]),$([OX1]=[Pv5X4]([SH1])([O,S])[O,S])]",A12075,Extended Functional Groups (EFG),Thiophosphoric acids,,-,-,-,,,-,2005 CheckMol
TA1288,"[$([SX1]=[Pv5X4]([OX2,SX2][#6])([!#6])[!#6]),$([OX1]=[Pv5X4]([SX2][#6])([!#6])[!#6])]",A12075,Extended Functional Groups (EFG),Thiophosphoric acid esters,"R = alkyl, aryl; Y, Z = any O, N, Hal residue",-,-,-,,"R = any carbon atom; Y, Z = O, N, F, Cl, Br, I atoms",-,2005 CheckMol
